Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL58,OUT019,2381.678771481049
FDE52,OUT045,1454.1357348174133
FDW12,OUT035,2569.8500288360337
FDL51,OUT017,3560.7838749098373
NCY42,OUT027,3843.00282393596
FDR07,OUT017,1793.7144278465094
FDN40,OUT045,2501.454760268931
FDB35,OUT027,3001.3746313185693
FDA22,OUT017,2891.5172809498763
NCL06,OUT046,4323.452202129214
FDI35,OUT013,3121.8761295882214
NCW42,OUT045,3616.7303269877993
NCX06,OUT049,3150.110811051989
FDC37,OUT027,3286.6417292894075
FDZ14,OUT018,1764.6010037681008
DRG49,OUT049,4124.484201593652
NCG06,OUT045,4186.27192394904
DRC36,OUT045,2818.000897206748
FDV21,OUT019,94.15522370156395
FDB53,OUT046,2447.420004931002
DRP47,OUT019,2195.8826540750015
FDA14,OUT013,2430.5818584762674
DRC24,OUT035,2642.25821861222
FDW21,OUT018,1544.6245051396654
NCH29,OUT046,1769.2710415919682
FDU58,OUT013,3260.88702163535
FDY27,OUT017,3008.863507970247
FDV56,OUT035,2034.7832831177038
FDT59,OUT046,3807.23887444727
FDB23,OUT046,3752.93454605596
FDR49,OUT045,843.6173880794558
FDB03,OUT010,1878.5652255901186
FDN39,OUT045,2728.3474257522394
FDX02,OUT027,5013.916007088748
FDQ16,OUT027,3262.16536050148
FDU35,OUT018,1453.991618423559
NCT29,OUT013,2209.22254587317
FDZ27,OUT046,854.5729062921164
FDN57,OUT017,2476.176921012342
FDA03,OUT018,2109.7632545249726
FDZ36,OUT045,3050.0676304434455
NCU05,OUT013,1562.850153638683
FDT39,OUT018,2322.543535875535
FDK60,OUT017,1761.1849061866087
FDZ25,OUT017,2997.366984261149
FDG12,OUT046,2124.7956097840906
DRB01,OUT019,1187.5206637533447
NCC43,OUT027,5538.331323782961
FDX13,OUT019,2215.8401004987354
FDM22,OUT049,1117.7885301754213
FDJ03,OUT027,2237.251516408196
FDU14,OUT018,3790.3128054239423
FDB33,OUT010,809.0271725958046
FDP27,OUT046,3142.4278303270767
FDO38,OUT010,-536.1131244123135
FDE28,OUT027,5189.1750306046015
FDO27,OUT035,1705.2052324209944
DRL23,OUT027,3337.111433467682
FDS28,OUT046,1016.9220496954658
FDX24,OUT013,1725.5757077148046
FDZ02,OUT035,1715.4243035113432
FDL46,OUT045,1941.981052680505
FDS60,OUT027,4408.051403156005
NCO06,OUT017,748.5635969136674
FDO16,OUT035,1616.9984673482759
FDC60,OUT049,1632.6726269560495
FDA48,OUT018,3359.586039299833
FDZ36,OUT027,4546.641540524819
FDK27,OUT045,2026.4581587122593
FDW23,OUT018,509.76902128342044
FDM14,OUT018,1714.546130941886
FDM14,OUT013,2016.742669875417
FDW60,OUT018,2753.3444435116726
FDE21,OUT013,2131.8901086744554
NCM42,OUT035,2035.8952629797968
FDY59,OUT010,-259.07219858870667
DRI49,OUT049,1444.5859882092918
FDT28,OUT019,587.0921373943747
FDQ22,OUT018,535.6175702498258
FDR60,OUT049,1431.792105066379
FDC50,OUT019,-310.6033200616039
FDV24,OUT013,2626.5570988202817
DRF48,OUT010,1238.7902192994188
FDQ47,OUT046,660.7480200087048
DRN36,OUT049,1767.0926861850457
NCY06,OUT035,2302.5895025559585
FDE52,OUT035,1603.2702180377455
NCB54,OUT045,2167.602343990915
NCF31,OUT035,2703.0915960262428
FDJ08,OUT027,4583.92140617605
NCC07,OUT017,1952.4760741635255
NCD19,OUT027,2452.5555843745497
FDL46,OUT049,2171.736535797623
FDM20,OUT045,4057.7210532803656
NCI06,OUT010,1114.358091878712
DRM11,OUT035,4435.514540322114
NCH07,OUT018,2408.2019918120313
FDS23,OUT013,2235.5185771150973
FDO49,OUT018,701.98204731636
FDS35,OUT049,1255.4708107538645
DRK39,OUT045,1330.3274372601009
DRI39,OUT049,1074.4096397685498
FDV04,OUT017,2704.58404898558
NCN14,OUT035,3128.74575105682
FDH08,OUT013,3968.5634978561357
FDS20,OUT046,3104.1799751404833
FDV40,OUT049,1454.063322518803
FDZ48,OUT010,-56.52394504299809
FDS24,OUT027,2943.3827939031216
FDK44,OUT049,3026.7749478924707
FDS48,OUT045,2503.356777539091
FDK26,OUT010,1278.1369270077557
FDD23,OUT045,3110.817915515934
NCH54,OUT017,2821.0526514687917
NCP14,OUT010,-108.12778620783865
FDM60,OUT010,-1146.178055196342
FDV24,OUT017,2640.950395552478
FDH08,OUT018,3599.63040063922
FDS12,OUT027,3521.845075778001
FDR39,OUT027,4402.376610024701
FDP12,OUT027,2140.9695029550894
DRF60,OUT027,5278.493165798442
FDC09,OUT035,1930.5996119005977
FDF50,OUT018,3085.691495893716
FDG28,OUT035,4120.890403647249
NCE19,OUT017,1136.8836417750463
NCM53,OUT010,-25.205979958733224
NCN18,OUT049,2080.1002182167613
FDF32,OUT035,3438.394002531175
FDF11,OUT013,4067.59170316183
DRI59,OUT049,3910.7939942261255
NCG54,OUT035,2950.155887866844
FDM44,OUT046,1810.786515992324
FDT57,OUT018,3668.937451047477
FDV24,OUT046,2538.5413503796517
FDI50,OUT019,1901.34882754118
FDS09,OUT035,1068.631321155939
NCC31,OUT027,4051.0543066062746
FDQ07,OUT019,1697.0342965256423
FDC22,OUT017,3276.9155293233052
FDZ56,OUT046,2884.356089932542
FDZ40,OUT019,-937.913844401166
FDS46,OUT027,3452.649130157577
DRD24,OUT045,2297.773458885851
FDV45,OUT017,3258.847969926097
FDL26,OUT045,2597.28830995287
FDA56,OUT018,1920.0240688075792
FDN27,OUT046,2003.414639312934
FDM20,OUT049,4208.25407528468
FDO16,OUT017,1586.3816798624466
FDL03,OUT035,3346.9222238391303
FDE58,OUT046,2003.9590942308023
FDI02,OUT027,3362.3764265744794
NCC55,OUT019,-1164.7073017658695
FDR03,OUT018,3169.6028454652587
FDB14,OUT017,1729.178834306811
FDR45,OUT013,4081.002837093507
NCN07,OUT017,2323.858098990124
FDM51,OUT019,-151.9177580304895
FDT52,OUT027,5437.687466016327
FDL26,OUT046,2629.067232029247
NCZ42,OUT046,3989.47483633133
DRI47,OUT019,608.5790459164782
FDW40,OUT013,2423.8902270922117
FDN34,OUT046,2867.314919268745
FDS01,OUT035,3158.539040541833
NCG55,OUT045,1956.4674778183507
FDC11,OUT035,1587.7954122087322
FDX35,OUT018,3473.499982952366
NCB06,OUT046,2717.2711576827023
FDR09,OUT019,2325.007012699607
FDC53,OUT017,1806.4693341926031
FDY45,OUT013,4307.98289931316
FDA22,OUT010,895.1422721503332
FDE02,OUT035,1790.940136925714
FDW21,OUT045,1746.1860442383077
FDV34,OUT046,1353.7732391341488
FDS59,OUT049,1975.067340967682
NCW17,OUT017,2334.1921085809045
NCK54,OUT046,2042.463274909387
FDG17,OUT019,2089.6867108144033
FDG35,OUT017,3019.3414284743776
FDD08,OUT010,-1112.3581245623645
NCO07,OUT017,3647.4292861394715
FDJ10,OUT010,441.7189365868835
FDW36,OUT017,1902.0046339273977
FDW21,OUT010,-100.53827714372528
FDY19,OUT017,2154.0092719278837
DRE03,OUT013,885.3033343736497
NCC55,OUT049,886.3411648695874
FDH52,OUT010,-768.1481552953992
FDO09,OUT017,4424.151337445397
FDU43,OUT045,3918.4497374774473
FDX09,OUT010,1009.3688564108052
FDH40,OUT019,-509.6063808481849
FDW58,OUT017,1923.7800744246524
FDC47,OUT017,3829.5082440407023
NCR41,OUT035,1805.2286928692447
DRG49,OUT035,4105.646369770719
FDC52,OUT027,3913.449159577918
FDY13,OUT046,1398.6767851997138
FDY35,OUT013,913.0716591636301
FDI35,OUT017,3152.3673440114035
NCU18,OUT049,2520.8380606652354
FDY33,OUT018,2395.0184435487536
FDC15,OUT027,3908.465725350896
FDU01,OUT049,3287.747350982281
NCU42,OUT046,2886.4480471286915
NCV29,OUT018,2782.4560865325548
NCY30,OUT017,3170.058263339415
FDQ46,OUT049,2039.179199974471
FDG58,OUT027,3994.7370465316744
FDK33,OUT017,3657.000207062465
NCD07,OUT045,1955.5498748005157
NCX29,OUT027,3882.2746290785
NCT42,OUT013,2632.393926805933
DRN59,OUT035,1026.2703584179435
FDI44,OUT035,1513.927681131081
FDA45,OUT049,3030.0225533821176
FDP31,OUT045,1099.8184180127573
FDY01,OUT046,1971.1835851263895
FDT09,OUT018,2029.9480465353008
DRH03,OUT027,3004.9142654393436
FDA36,OUT018,2898.761726796478
NCF31,OUT017,2713.6687120953356
FDG14,OUT049,2728.323382478491
FDG28,OUT027,5446.254310447635
FDU14,OUT049,4146.388170341383
FDY47,OUT019,269.6294852598403
FDI56,OUT049,1729.612641267875
DRD01,OUT013,1082.9832791164263
FDM22,OUT046,1054.3569859874988
FDH33,OUT013,871.2012328382662
DRZ24,OUT013,2067.5255472764075
NCQ38,OUT046,1844.6111784582172
FDO16,OUT027,2898.480775090975
FDU07,OUT027,3966.243785466784
NCB07,OUT013,3307.401485325521
FDU48,OUT045,2174.269686671527
NCM43,OUT045,2741.6842005933177
FDR31,OUT010,572.7282826076262
DRK49,OUT018,515.1628620618139
NCI30,OUT010,2104.9302992694647
DRD60,OUT017,3090.8690739582344
NCG19,OUT046,3838.569538789354
FDH12,OUT035,1908.4148633246623
FDM32,OUT035,1746.4046319908339
FDM27,OUT035,2666.304395556108
NCU53,OUT027,4268.351794713228
NCQ18,OUT046,1692.0829830358853
FDS10,OUT013,3076.5328021016576
FDB33,OUT027,4119.9661277526175
FDI12,OUT013,1572.0515198908724
NCW42,OUT013,3747.6107762007014
NCC06,OUT018,1955.3083092453708
FDW02,OUT017,2187.0870613722363
NCD43,OUT017,1953.0539201346037
FDM57,OUT018,1212.8437116830246
FDA58,OUT017,4003.414923797176
FDK56,OUT046,3096.634224764639
FDP52,OUT045,3764.216537557226
FDW20,OUT018,1899.8967877687573
FDS52,OUT049,1875.7145700426518
NCT29,OUT018,1840.169406005778
NCL54,OUT013,3035.5305558645414
FDC05,OUT045,3202.2797891870396
FDF34,OUT035,3416.1231452952125
FDP03,OUT027,3521.4745414731806
FDD32,OUT010,-418.1975492140882
FDZ10,OUT045,2143.8816252462784
FDZ40,OUT035,1111.3438844412267
FDD51,OUT018,469.7706963449273
NCY30,OUT019,1105.5131357673163
FDP58,OUT017,3681.921749837624
FDV49,OUT017,4521.530782566035
FDY24,OUT019,-1033.9272704579125
NCO55,OUT017,1944.238501107935
FDR13,OUT017,2174.1464834270737
FDS51,OUT017,1233.5106228617879
FDP26,OUT045,1634.2233650041417
NCB54,OUT027,3661.5586704444177
FDF32,OUT017,3404.437478672895
FDN31,OUT018,2931.2758896852647
DRM48,OUT017,747.2657890406263
FDN20,OUT049,2986.184094677974
DRL01,OUT046,3827.1787572992034
FDV56,OUT049,2018.7187124990014
DRH13,OUT027,3248.0728114010562
FDA03,OUT017,2464.7615677099384
FDF47,OUT027,5104.997249523967
FDX32,OUT046,2484.857486408029
FDX57,OUT049,1797.6257506486727
NCA30,OUT045,3084.2206176472246
FDO49,OUT013,1037.5923958734857
FDL04,OUT019,-189.82147050677668
DRM48,OUT035,768.6499484908636
FDR16,OUT013,3573.1356144170095
NCC19,OUT018,2964.964996748742
NCE42,OUT045,3855.1693470064274
FDY24,OUT017,1095.651751066569
FDH19,OUT049,3034.5449319457293
FDJ46,OUT013,2999.3415261169976
FDN45,OUT010,1726.4850722575284
FDY08,OUT035,2460.7243070686964
FDZ37,OUT035,1707.9930724923397
NCT30,OUT045,857.7183825967986
DRY23,OUT018,500.3848397991824
NCZ30,OUT018,1874.5841460696356
FDC44,OUT018,1664.999409631233
FDB45,OUT035,1950.9109476549384
FDY04,OUT013,2798.259234706489
FDM27,OUT046,2690.739668040649
FDZ43,OUT017,4123.444703888701
FDT39,OUT019,632.8555971720052
NCC06,OUT019,264.7089653662588
FDL15,OUT027,3991.8423818471965
FDL57,OUT017,4337.349155353088
FDU08,OUT046,1775.0463753522527
FDK40,OUT017,4459.004942590083
FDQ12,OUT010,1874.2727298005848
FDS48,OUT017,2656.49221831415
FDP09,OUT045,3465.525285996777
FDW21,OUT049,1887.1786842400106
FDY25,OUT035,3192.459330758753
DRE13,OUT017,1598.2926357159668
FDV43,OUT019,-1094.7666926057027
FDD22,OUT045,1859.6081956372182
FDM46,OUT019,-406.547476622065
NCO30,OUT010,1194.7722963442284
FDM25,OUT046,2921.9185466042763
NCN41,OUT049,2252.401350581167
FDU24,OUT045,1541.1086265354024
FDZ50,OUT046,2965.5057431650857
FDP45,OUT013,4236.341795850167
NCM54,OUT045,2104.9819205995154
FDW10,OUT019,988.0748022849366
FDP20,OUT017,2308.081548350867
FDK32,OUT046,2581.7711602716336
FDN52,OUT049,1606.8632238914142
FDM58,OUT045,1884.9018471649906
FDZ46,OUT027,3321.209147679805
NCA18,OUT018,1778.2355820864032
FDD35,OUT046,2111.805055729561
NCK31,OUT035,1067.338087136668
FDI40,OUT027,3103.1503542005194
FDT50,OUT019,-376.61989446450025
NCT06,OUT046,2781.8615566650697
FDT31,OUT035,3280.8295912285757
FDT45,OUT049,1105.9275840702285
FDT13,OUT045,3130.952641207623
FDO50,OUT045,1568.9920494636935
NCU18,OUT010,469.00674662392703
NCR54,OUT049,3352.227061875383
NCO18,OUT018,2758.69508074276
FDU09,OUT045,1001.2133739479796
FDT13,OUT018,2938.909847310766
FDE09,OUT046,1996.357597957387
NCK53,OUT019,-122.98876035822468
FDG45,OUT049,3728.975881637969
DRH15,OUT035,857.9841108620203
FDO21,OUT019,1817.735939981645
FDD14,OUT027,4477.532242380046
FDC09,OUT046,1827.496764962194
FDH45,OUT027,2258.9918426058975
FDV32,OUT046,1214.0604661687248
FDG12,OUT035,2180.235157157753
FDS32,OUT013,2493.941546971222
NCL55,OUT018,3892.577162711743
DRE01,OUT035,4029.047556340527
DRE15,OUT049,1414.2953498177776
NCL42,OUT045,4027.7615277731093
FDP31,OUT013,1207.022686902048
FDN33,OUT018,1368.0468839893729
FDZ59,OUT046,2752.6148047461866
FDE45,OUT010,1105.755167854979
FDJ07,OUT013,2130.3543059581425
FDQ45,OUT018,2864.0822733516434
FDM33,OUT027,5032.98782088573
FDO15,OUT010,-557.2335604195396
FDM46,OUT013,1662.556529505353
FDR03,OUT045,3366.4012247234823
FDY49,OUT018,2601.632934370995
FDQ60,OUT045,1963.7266778354715
FDW10,OUT049,3078.3502689233355
FDO51,OUT049,980.0610746965795
FDJ40,OUT018,1606.8589014601785
FDS20,OUT018,2837.4457706832327
FDU45,OUT013,2025.3826316101622
FDV02,OUT035,2841.1586178914404
FDN09,OUT046,4013.269882954217
NCM55,OUT027,4530.394447345705
FDN23,OUT018,2173.3196418613225
FDY31,OUT010,590.3806390632162
FDW03,OUT010,-55.64684139764722
FDD14,OUT046,3034.9271196351
FDV23,OUT017,2201.1183513928445
DRI03,OUT045,2827.2214660343307
FDN13,OUT035,1776.1849966057416
FDF45,OUT027,2570.0549180717026
FDU46,OUT035,1677.9893727726921
FDB57,OUT049,3835.220630836011
FDV12,OUT049,1861.7612297154592
FDQ58,OUT013,2669.77544361529
NCA18,OUT017,2114.160561594217
FDH52,OUT049,1256.453368412098
FDM24,OUT018,2278.87778583643
NCP43,OUT027,4461.489518231596
NCO18,OUT019,1056.9973191591962
FDM32,OUT017,1736.424239923479
NCL07,OUT017,873.1520298264622
FDK03,OUT013,4150.897619151867
FDP59,OUT017,1831.8525101989326
FDQ24,OUT049,4263.5794797099625
FDQ16,OUT018,1609.5181814469106
FDU44,OUT013,2817.123624651984
FDH28,OUT010,-1237.7990860573227
FDV28,OUT019,-1337.9515495282867
FDM22,OUT045,960.8998541032379
FDR56,OUT046,3271.423630728208
FDV39,OUT049,3406.2990683744174
FDU37,OUT019,-507.0535764644228
FDQ11,OUT010,2337.4931699293447
FDX02,OUT045,3545.996661139372
NCS42,OUT018,1384.9187354956775
FDY57,OUT027,3037.4767775834734
FDB21,OUT049,4106.7506213279485
FDE28,OUT017,3851.1960327712113
FDQ55,OUT017,2107.450797541911
FDA48,OUT049,3765.832443421703
FDZ19,OUT045,2895.8849550480227
NCC43,OUT045,4112.543488410774
NCV18,OUT046,1454.6115135034852
NCA42,OUT018,2465.8612233163913
FDY45,OUT046,4233.316966009752
NCC30,OUT045,2956.5290350952455
FDM57,OUT013,1583.515747948175
FDL09,OUT010,798.4816661561199
FDB09,OUT027,3579.3684937533544
FDT44,OUT035,2143.8481052233183
NCT06,OUT027,4195.110746494909
FDX26,OUT049,3056.663719055581
FDK32,OUT013,2692.0051731200947
DRA12,OUT046,2389.788647332338
FDO46,OUT010,1256.9049418662944
FDE52,OUT013,1532.5458796614112
NCH42,OUT045,3790.5359041612683
FDV08,OUT035,984.1930930750459
FDB47,OUT018,3250.1094216623133
FDC28,OUT010,-29.149873535538063
FDD22,OUT046,1947.0201158838827
FDS07,OUT027,3405.5042667363523
DRI13,OUT045,3512.532965143728
FDG32,OUT018,3394.9598147326797
FDU14,OUT017,4134.972520826843
FDD28,OUT019,-872.7288628253154
NCP41,OUT017,2047.754726672294
FDS08,OUT049,3096.8371701453398
FDX47,OUT045,2598.016744756831
FDC53,OUT019,-170.2570289433279
FDQ19,OUT035,4154.865799656589
FDL14,OUT045,2627.52552004861
FDM33,OUT019,1700.7421329011013
FDA51,OUT045,1755.7866561274095
FDZ27,OUT018,608.5703291603895
FDT04,OUT046,749.749623056181
DRC13,OUT049,2227.811474921393
FDR16,OUT027,4927.97358263666
FDQ03,OUT027,5288.647574339961
FDE38,OUT035,2988.1164389751066
DRH23,OUT027,2461.378804782031
FDT11,OUT019,1192.277942155015
FDD09,OUT035,3160.5097783189885
FDR40,OUT045,1415.5574237730325
FDX07,OUT017,3204.7976068669777
FDR07,OUT035,1799.10376796313
FDA51,OUT017,1928.0188628066826
FDT59,OUT019,1880.0120967956755
FDF20,OUT017,3398.1322574889564
FDR13,OUT045,1988.9460055895506
FDY26,OUT049,3507.2896079426464
FDW04,OUT017,2302.5026115347973
FDK52,OUT017,3811.9289069573133
FDN60,OUT049,2729.381339469921
FDM09,OUT019,903.2490912030735
FDP46,OUT049,1650.6775666583126
FDB50,OUT019,-572.7380625889964
NCQ29,OUT049,4396.64377074183
FDP16,OUT027,5449.331134589924
FDX33,OUT018,2438.485321881886
FDP07,OUT010,1398.8224523330064
FDN22,OUT046,4089.3555703373386
FDF39,OUT049,4354.331730967882
FDS21,OUT017,1223.902789791544
NCM42,OUT013,1976.2913713492744
FDK50,OUT019,881.3558496199694
DRF13,OUT027,3868.0326167841195
FDH35,OUT018,2494.5445523769777
FDP60,OUT018,1460.6797059998753
DRJ49,OUT027,3609.695501521499
NCT42,OUT019,609.8859003426915
FDE38,OUT049,2997.4428919737074
FDI04,OUT049,3390.0078945526184
NCH54,OUT045,2607.338969453911
FDT56,OUT049,1197.4996173094332
DRD15,OUT018,3500.436421241695
FDV58,OUT013,3324.878335489535
FDP21,OUT049,3270.84175634064
FDH05,OUT013,3886.06259733397
FDR10,OUT027,4158.021094377738
NCP06,OUT045,2473.82270218309
FDF33,OUT049,2368.786409703087
DRK37,OUT013,3226.907292346026
DRH49,OUT045,1405.0103479829777
FDT58,OUT013,2888.5695020885432
FDD41,OUT018,1532.0572760072137
FDP40,OUT018,1660.7401794429716
FDM51,OUT027,3178.091386968579
FDO45,OUT010,-384.74474959479267
FDW33,OUT010,-109.67728118225205
FDY24,OUT045,996.654751933529
FDB10,OUT010,1998.6188809042615
FDM40,OUT035,2437.1346171190053
NCI06,OUT017,3147.1176026557805
FDW12,OUT019,503.4901407590878
FDX48,OUT027,4025.5057699336976
NCW05,OUT027,3258.689524881538
FDX27,OUT017,1621.6877000382556
DRM37,OUT045,3175.901039770197
FDA38,OUT045,3873.316860237952
FDR36,OUT046,760.4259905935724
FDZ45,OUT046,3305.9290956413533
FDG05,OUT017,2736.8723034659743
FDK28,OUT013,4328.799088901873
FDV47,OUT045,1422.938893499897
FDN21,OUT045,2626.3872562530923
FDP20,OUT027,3623.573522332121
FDI35,OUT045,2995.7875660999416
DRY23,OUT013,855.2552651795631
FDA56,OUT017,2270.286699426695
FDB09,OUT013,2213.148737648349
NCO26,OUT027,3429.5652199330907
FDQ49,OUT018,2383.664654143322
FDI52,OUT027,3461.538983732764
FDZ44,OUT027,3472.752105616979
FDZ09,OUT018,2476.877927259997
FDY03,OUT049,2025.4028573450705
NCG42,OUT017,2322.9614928695664
DRI13,OUT027,5002.63943122849
FDQ32,OUT013,2253.7511325884807
FDW16,OUT035,1676.551603601827
FDU27,OUT046,809.2386866509514
FDR28,OUT010,813.3771294980506
FDQ49,OUT010,740.6492468593133
FDS37,OUT046,2068.6795481646914
FDW26,OUT018,3282.3428460960313
FDX12,OUT018,3724.3166843578
NCP06,OUT013,2628.5049904924745
FDW45,OUT010,538.1052878015216
NCN30,OUT049,1793.0844997683926
FDN24,OUT049,1068.9103526139952
NCL41,OUT027,2134.188490406854
FDR02,OUT019,-111.43963550601256
FDD09,OUT010,1160.3135103030472
FDS33,OUT010,-333.74572822421396
FDU22,OUT045,1982.322315912068
FDI53,OUT013,2757.806726932704
DRH01,OUT049,2982.215843164631
FDX32,OUT013,2507.734608692077
NCP30,OUT018,537.185797381404
FDB60,OUT045,3223.9314268692433
FDB14,OUT049,1755.0390205295553
NCP02,OUT035,1209.4230241842815
FDJ10,OUT017,2466.581880143007
FDG34,OUT046,1944.4680696805044
NCB18,OUT017,1653.4750157282033
FDM16,OUT049,1446.9757597493735
FDW25,OUT018,1308.7840469345902
FDB35,OUT010,-325.8144693740942
DRN11,OUT013,2512.912766662488
FDF41,OUT019,2065.6929600436524
FDH16,OUT045,1483.5346818824546
NCQ50,OUT018,3284.777147638044
DRH23,OUT018,792.8638302615145
DRJ37,OUT013,2602.3259491337667
DRJ24,OUT027,4425.745334272731
FDY16,OUT035,3116.3305386925167
FDQ27,OUT045,1775.5435252043062
FDZ33,OUT045,2440.5762499048724
FDF29,OUT045,2175.4707886417455
FDA08,OUT049,2897.4210289452312
FDG31,OUT046,1202.3921361454304
FDE34,OUT019,1180.4564205997776
NCR30,OUT027,2740.2697069037677
FDV33,OUT035,4382.671756627169
DRZ24,OUT018,1806.6105533497393
NCL54,OUT035,3010.914433552629
FDR12,OUT049,3018.2778674133333
NCC54,OUT046,4004.0987093936237
DRN59,OUT013,1035.2242983076903
FDX50,OUT019,-146.42657913960284
FDV31,OUT027,4405.703875954565
NCA29,OUT027,4336.549243005404
FDW60,OUT049,3105.44554015822
FDX08,OUT017,3202.8360857717125
DRD49,OUT013,3891.848895982166
FDD33,OUT046,3832.717822669205
FDW35,OUT013,903.4189647770654
FDJ36,OUT017,1838.6790702735525
FDV51,OUT035,2886.4748082053848
FDW36,OUT046,1839.175957280033
FDH35,OUT046,2769.2359368440084
NCS30,OUT027,3637.4487289567223
FDN49,OUT017,820.5211807556225
FDL08,OUT018,3848.457417108497
FDI09,OUT013,4369.989529518909
FDP19,OUT018,1930.0434139290883
FDU21,OUT010,-1262.8761641637611
NCP41,OUT045,1860.9417443538005
FDY10,OUT013,2016.2637738531812
FDP12,OUT018,479.5490805597692
NCN26,OUT049,2141.941559032519
FDK44,OUT013,2992.898844393556
FDC28,OUT049,1990.6066012675255
FDJ41,OUT027,5741.940938814292
NCT29,OUT035,2256.104688118943
NCH42,OUT019,1871.144101038979
FDU60,OUT018,2526.575245889766
FDS02,OUT045,3030.498944562991
FDC51,OUT046,2042.188333525617
FDU03,OUT013,3083.5246370642453
FDX39,OUT045,3444.4378294469607
NCY05,OUT010,-1152.1603599743066
NCL06,OUT027,5697.726829970143
FDD32,OUT035,1578.5428535296087
NCN41,OUT045,2081.211735246474
NCX53,OUT049,2560.935191444769
FDU57,OUT019,566.164786755704
FDQ23,OUT046,1808.978017082667
FDQ52,OUT045,3988.9263615477794
FDC14,OUT045,784.8317286838283
FDY09,OUT035,3077.8261974667876
FDQ28,OUT045,2556.0755330089814
FDV25,OUT046,3732.06337108586
FDJ07,OUT035,2120.0596138402834
DRB25,OUT049,1902.2255073046072
FDK52,OUT019,1750.5234134881357
FDY52,OUT027,2570.94255163406
FDB28,OUT046,3196.1043054755937
FDT36,OUT035,793.0762769729081
FDV25,OUT017,3850.53036690953
NCN07,OUT027,3653.6226210325294
FDC57,OUT017,3341.494354724058
FDQ03,OUT018,3626.1050952975747
FDU23,OUT017,2900.73040533502
NCX41,OUT035,3680.8089497745495
NCD06,OUT035,986.823977359898
FDW08,OUT045,1779.1857264447244
NCU29,OUT017,2627.849931068613
NCE06,OUT013,2798.6162747674716
FDV52,OUT010,0.6278450596655603
FDB02,OUT017,3127.4102916748197
NCR18,OUT045,802.5712559237872
FDK16,OUT049,1782.9830984559703
NCQ29,OUT010,2335.7043841489904
FDZ01,OUT019,-54.000857024788274
FDW27,OUT035,2700.268125651266
FDD17,OUT018,3680.9849169810623
FDW39,OUT013,3044.881189984284
DRH59,OUT045,1305.0211253305279
FDS52,OUT013,1860.756916015136
FDU40,OUT027,4653.858725322658
NCF54,OUT013,2994.4274535873847
FDH46,OUT045,1755.6596441847068
NCP14,OUT049,1907.2855614345026
FDH50,OUT049,3279.8436803517907
DRF15,OUT010,576.1289914437875
FDV27,OUT027,2944.9039367393634
NCJ06,OUT049,2182.395493893764
FDN02,OUT018,3191.043991375096
FDQ51,OUT049,993.07862670346
FDQ07,OUT017,3803.913653032847
FDS45,OUT049,1972.53873076948
NCJ06,OUT045,2028.6860512449493
FDD36,OUT035,2126.7611071428946
FDY25,OUT045,3057.6184927610666
FDU52,OUT046,2601.0197809048914
DRK47,OUT017,3918.798925536168
NCL30,OUT017,2297.663936191795
FDN22,OUT035,4203.590493598873
