Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDO16,OUT035,1466.5458
FDC60,OUT049,1455.4419
FDA48,OUT018,3217.3828
FDZ36,OUT027,5170.264
FDK27,OUT045,2117.9062
FDW23,OUT018,477.9877
FDM14,OUT018,1514.2208
FDM14,OUT013,1714.0343
FDW60,OUT018,2812.2346
FDE21,OUT013,1967.7186
NCM42,OUT035,1668.6193
FDY59,OUT010,442.87457
DRI49,OUT049,1317.059
FDT28,OUT019,352.59503
FDQ22,OUT018,460.41956
FDR60,OUT049,1317.059
FDC50,OUT019,442.87457
FDV24,OUT013,2504.895
DRF48,OUT010,659.9894
FDQ47,OUT046,701.3062
DRN36,OUT049,1555.8151
NCY06,OUT035,2095.9458
FDE52,OUT035,1450.9198
NCB54,OUT045,2063.6714
NCF31,OUT035,2481.7034
FDJ08,OUT027,5032.565
NCC07,OUT017,1679.3777
NCD19,OUT027,1729.6902
FDL46,OUT049,2004.9738
FDM20,OUT045,4018.5754
NCI06,OUT010,538.64044
DRM11,OUT035,4138.117
NCH07,OUT018,2449.2703
FDS23,OUT013,2150.4683
FDO49,OUT018,548.79694
FDS35,OUT049,1050.7474
DRK39,OUT045,1323.8309
DRI39,OUT049,903.9536
FDV04,OUT017,2691.0798
NCN14,OUT035,3201.8213
FDH08,OUT013,4012.3455
FDS20,OUT046,3207.2288
FDV40,OUT049,1246.5581
FDZ48,OUT010,429.86758
FDS24,OUT027,2230.2778
FDK44,OUT049,2945.3718
FDS48,OUT045,2587.1284
FDK26,OUT010,580.70416
FDD23,OUT045,3091.9192
NCH54,OUT017,2691.0798
NCP14,OUT010,420.1088
FDM60,OUT010,-7.9882345
FDV24,OUT017,2504.895
FDH08,OUT018,3685.8132
FDS12,OUT027,3263.062
FDR39,OUT027,4688.428
FDP12,OUT027,1269.8748
DRF60,OUT027,6057.3667
FDC09,OUT035,1703.8422
FDF50,OUT018,3098.4932
FDG28,OUT035,4071.549
NCE19,OUT017,952.43
NCM53,OUT010,395.64438
NCN18,OUT049,1861.9517
FDF32,OUT035,3297.975
FDF11,OUT013,4127.137
DRI59,OUT049,3889.9038
NCG54,OUT035,2835.073
FDM44,OUT046,1681.374
FDT57,OUT018,3685.8132
FDV24,OUT046,2497.655
FDI50,OUT019,732.12317
FDS09,OUT035,818.1017
NCC31,OUT027,3878.4646
FDQ07,OUT019,609.99414
FDC22,OUT017,3157.8174
FDZ56,OUT046,2871.876
FDZ40,OUT019,164.05202
FDS46,OUT027,2977.913
DRD24,OUT045,2139.0452
FDV45,OUT017,3157.8174
FDL26,OUT045,2424.9646
FDA56,OUT018,1885.9148
FDN27,OUT046,1664.4252
FDM20,OUT049,4132.14
FDO16,OUT017,1466.5458
FDL03,OUT035,3189.213
FDE58,OUT046,1894.6804
FDI02,OUT027,2977.913
NCC55,OUT019,-7.9882345
FDR03,OUT018,3292.2683
FDB14,OUT017,1531.3506
FDR45,OUT013,4116.945
NCN07,OUT017,2146.8552
FDM51,OUT019,420.1088
FDT52,OUT027,6134.4805
FDL26,OUT046,2449.999
NCZ42,OUT046,4119.8975
DRI47,OUT019,396.63815
FDW40,OUT013,2127.2766
FDN34,OUT046,2965.5325
FDS01,OUT035,2999.6067
NCG55,OUT045,1925.2521
FDC11,OUT035,1379.8696
FDX35,OUT018,3693.254
NCB06,OUT046,2683.8398
FDR09,OUT019,753.1733
FDC53,OUT017,1566.919
FDY45,OUT013,4309.526
FDA22,OUT010,414.2173
FDE02,OUT035,1555.8151
FDW21,OUT045,1717.392
FDV34,OUT046,1176.9766
FDS59,OUT049,1702.9304
NCW17,OUT017,2125.7163
NCK54,OUT046,1950.2865
FDG17,OUT019,742.9345
FDG35,OUT017,2913.0376
FDD08,OUT010,-7.9882345
NCO07,OUT017,3572.5588
FDJ10,OUT010,413.53067
FDW36,OUT017,1702.9304
FDW21,OUT010,550.3091
FDY19,OUT017,1933.062
DRE03,OUT013,724.89465
NCC55,OUT049,708.5462
FDH52,OUT010,165.48657
FDO09,OUT017,4135.9487
FDU43,OUT045,3923.8386
FDX09,OUT010,524.5162
FDH40,OUT019,291.6415
FDW58,OUT017,1667.8252
FDC47,OUT017,3915.003
NCR41,OUT035,1563.9515
DRG49,OUT035,4071.549
FDC52,OUT027,3994.0967
FDY13,OUT046,1166.7844
FDY35,OUT013,719.6501
FDI35,OUT017,3258.5117
NCU18,OUT049,2127.2766
FDY33,OUT018,2449.2703
FDC15,OUT027,4163.992
FDU01,OUT049,3261.3723
NCU42,OUT046,2882.0679
NCV29,OUT018,2735.34
NCY30,OUT017,3224.3672
FDQ46,OUT049,1926.3849
FDG58,OUT027,3824.2297
FDK33,OUT017,3538.4143
NCD07,OUT045,1894.1105
NCX29,OUT027,3824.2297
NCT42,OUT013,2490.5237
DRN59,OUT035,796.9237
FDI44,OUT035,1317.059
FDA45,OUT049,2775.3381
FDP31,OUT045,273.73184
FDY01,OUT046,1919.1449
FDT09,OUT018,1917.2454
DRH03,OUT027,2591.7114
FDA36,OUT018,2896.539
NCF31,OUT017,2481.7034
FDG14,OUT049,2481.7034
FDG28,OUT027,6134.4805
FDU14,OUT049,4059.443
FDY47,OUT019,390.3391
FDI56,OUT049,1498.4845
DRD01,OUT013,952.43
FDM22,OUT046,1039.7582
FDH33,OUT013,708.5462
DRZ24,OUT013,1926.3849
NCQ38,OUT046,1706.7943
FDO16,OUT027,2241.3813
FDU07,OUT027,3824.2297
NCB07,OUT013,3123.6729
FDU48,OUT045,2070.5378
NCM43,OUT045,2713.0403
FDR31,OUT010,304.01456
DRK49,OUT018,460.41956
NCI30,OUT010,649.75903
DRD60,OUT017,3003.539
NCG19,OUT046,3873.6184
FDH12,OUT035,1702.9304
FDM32,OUT035,1542.2069
FDM27,OUT035,2481.7034
NCU53,OUT027,4350.1675
NCQ18,OUT046,1634.5468
FDS10,OUT013,2955.2703
FDB33,OUT027,4266.703
FDI12,OUT013,1404.5817
NCW42,OUT013,3467.6301
NCC06,OUT018,1851.2582
FDW02,OUT017,2114.7039
NCD43,OUT017,1714.0343
FDM57,OUT018,1155.5432
FDA58,OUT017,3915.003
FDK56,OUT046,3150.5774
FDP52,OUT045,3995.7673
FDW20,OUT018,1829.5135
FDS52,OUT049,1736.3549
NCT29,OUT018,1714.4062
NCL54,OUT013,2945.3718
FDC05,OUT045,3091.9192
FDF34,OUT035,3212.0522
FDP03,OUT027,3263.062
FDD32,OUT010,291.6415
FDZ10,OUT045,2176.9065
FDZ40,OUT035,953.3417
FDD51,OUT018,433.48837
NCY30,OUT019,524.5162
FDP58,OUT017,3475.2163
FDV49,OUT017,4270.032
FDY24,OUT019,100.373924
NCO55,OUT017,1702.9304
FDR13,OUT017,1957.5265
FDS51,OUT017,963.8885
FDP26,OUT045,1622.1797
NCB54,OUT027,3380.1775
FDF32,OUT017,3157.8174
FDN31,OUT018,2877.5269
DRM48,OUT017,708.5462
FDN20,OUT049,2854.6516
DRL01,OUT046,4054.4255
FDV56,OUT049,1714.0343
DRH13,OUT027,2539.73
FDA03,OUT017,2408.7625
FDF47,OUT027,5789.8013
FDX32,OUT046,2474.4634
FDX57,OUT049,1555.8151
NCA30,OUT045,3057.7747
FDO49,OUT013,819.01337
FDL04,OUT019,420.1088
DRM48,OUT035,708.5462
FDR16,OUT013,3439.9937
NCC19,OUT018,2882.8237
NCE42,OUT045,3251.5828
FDY24,OUT017,1003.2902
FDH19,OUT049,2955.2703
FDJ46,OUT013,2945.3718
FDN45,OUT010,604.0994
FDY08,OUT035,2127.2766
FDZ37,OUT035,1415.6855
NCT30,OUT045,764.64935
DRY23,OUT018,481.9646
NCZ30,OUT018,1858.5623
FDC44,OUT018,1684.5752
FDB45,OUT035,1449.67
FDY04,OUT013,2647.381
FDM27,OUT046,2821.5393
FDZ43,OUT017,4039.0764
FDT39,OUT019,406.83035
NCC06,OUT019,359.00845
FDL15,OUT027,3824.2297
FDL57,OUT017,4122.8047
FDU08,OUT046,1576.9106
FDK40,OUT017,4122.602
FDQ12,OUT010,732.12317
FDS48,OUT017,2525.7463
FDP09,OUT045,3462.3242
FDW21,OUT049,1703.7509
FDY25,OUT035,3003.539
DRE13,OUT017,1370.2705
FDV43,OUT019,-7.9882345
FDD22,OUT045,1894.1105
FDM46,OUT019,442.87457
NCO30,OUT010,567.4111
FDM25,OUT046,2938.1318
NCN41,OUT049,2095.9458
FDU24,OUT045,1523.5406
FDZ50,OUT046,3102.1008
FDP45,OUT013,4215.8696
NCM54,OUT045,2063.6714
FDW10,OUT019,524.5162
FDP20,OUT017,2071.4814
FDK32,OUT046,2474.4634
FDN52,OUT049,1404.5817
FDM58,OUT045,1829.6772
FDZ46,OUT027,2788.6821
NCA18,OUT018,1662.1183
FDD35,OUT046,2132.7488
NCK31,OUT035,819.01337
FDI40,OUT027,2513.3984
FDT50,OUT019,394.39822
NCT06,OUT046,2727.8828
FDT31,OUT035,3199.4048
FDT45,OUT049,925.4555
FDT13,OUT045,3146.154
FDO50,OUT045,1466.2101
NCU18,OUT010,390.3391
NCR54,OUT049,3157.8174
NCO18,OUT018,2725.1482
FDU09,OUT045,920.15564
FDT13,OUT018,2931.7617
FDE09,OUT046,1960.4786
NCK53,OUT019,404.88065
FDG45,OUT049,3656.0234
DRH15,OUT035,686.23553
FDO21,OUT019,735.5869
FDD14,OUT027,5032.565
FDC09,OUT046,1696.6022
FDH45,OUT027,1269.8748
FDV32,OUT046,1043.5074
FDG12,OUT035,2015.7476
FDS32,OUT013,2146.8552
NCL55,OUT018,3849.026
DRE01,OUT035,4044.9907
DRE15,OUT049,1443.7944
NCL42,OUT045,3854.427
FDP31,OUT013,764.88574
FDN33,OUT018,1294.0106
FDZ59,OUT046,2666.6797
FDE45,OUT010,524.5162
FDJ07,OUT013,1967.7186
FDQ45,OUT018,2931.7617
FDM33,OUT027,5434.9087
FDO15,OUT010,169.4397
FDM46,OUT013,1555.8151
FDR03,OUT045,3506.6606
FDY49,OUT018,2625.0413
FDQ60,OUT045,1858.8876
FDW10,OUT049,2913.0376
FDO51,OUT049,709.4579
FDJ40,OUT018,1438.6638
FDS20,OUT018,2934.1782
FDU45,OUT013,1957.5265
FDV02,OUT035,2786.5964
FDN09,OUT046,4124.9004
NCM55,OUT027,5032.565
FDN23,OUT018,2200.2766
FDY31,OUT010,317.37222
FDW03,OUT010,471.88077
FDD14,OUT046,3116.4329
FDV23,OUT017,2095.9458
DRI03,OUT045,3028.2422
FDN13,OUT035,1638.8193
FDF45,OUT027,1740.2369
FDU46,OUT035,1415.6855
FDB57,OUT049,3865.9512
FDV12,OUT049,1736.3549
FDQ58,OUT013,2535.9382
NCA18,OUT017,1926.3849
FDH52,OUT049,1057.5448
FDM24,OUT018,2182.214
NCP43,OUT027,4732.471
NCO18,OUT019,480.81744
FDM32,OUT017,1463.3793
NCL07,OUT017,709.4579
FDK03,OUT013,4106.8013
FDP59,OUT017,1417.0691
FDQ24,OUT049,4309.526
FDQ16,OUT018,1415.1111
FDU44,OUT013,2691.0798
FDH28,OUT010,-7.9882345
FDV28,OUT019,-7.9882345
FDM22,OUT045,921.0673
FDR56,OUT046,3150.5774
FDV39,OUT049,3212.0522
FDU37,OUT019,239.94046
FDQ11,OUT010,900.60913
FDX02,OUT045,3714.9368
NCS42,OUT018,1306.7766
FDY57,OUT027,2381.5112
FDB21,OUT049,4044.9907
FDE28,OUT017,3915.003
FDQ55,OUT017,1967.7186
FDA48,OUT049,3802.7532
FDZ19,OUT045,2858.3752
NCC43,OUT045,4015.1543
NCV18,OUT046,1397.3417
NCA42,OUT018,2470.8562
FDY45,OUT046,4208.63
NCC30,OUT045,2937.6409
FDM57,OUT013,1404.5817
FDL09,OUT010,389.75287
FDB09,OUT027,3263.062
FDT44,OUT035,1926.3849
NCT06,OUT027,4256.511
FDX26,OUT049,3109.3408
FDK32,OUT013,2481.7034
DRA12,OUT046,2164.0796
FDO46,OUT010,611.74786
FDE52,OUT013,1357.017
NCH42,OUT045,3936.2554
FDV08,OUT035,709.4579
FDB47,OUT018,3221.4841
FDC28,OUT010,454.33197
FDD22,OUT046,1919.1449
FDS07,OUT027,2977.913
DRI13,OUT045,3506.6606
FDG32,OUT018,3510.7751
FDU14,OUT017,4026.9705
FDD28,OUT019,127.42526
NCP41,OUT017,1714.0343
FDS08,OUT049,2910.1492
FDX47,OUT045,2685.6882
FDC53,OUT019,415.98456
FDQ19,OUT035,4127.137
FDL14,OUT045,2493.472
FDM33,OUT019,609.99414
FDA51,OUT045,1845.634
FDZ27,OUT018,674.6207
FDT04,OUT046,701.3062
DRC13,OUT049,2139.9888
FDR16,OUT027,5434.9087
FDQ03,OUT027,6030.808
FDE38,OUT035,2817.9128
DRH23,OUT027,1718.5863
FDT11,OUT019,557.51263
FDD09,OUT035,2999.6067
FDR40,OUT045,1466.8754
FDX07,OUT017,3177.9077
FDR07,OUT035,1497.3483
FDA51,OUT017,1877.9086
FDT59,OUT019,792.7156
FDF20,OUT017,3201.8604
FDR13,OUT045,1925.2521
FDY26,OUT049,3479.7458
FDW04,OUT017,2127.2766
FDK52,OUT017,3880.8584
FDN60,OUT049,2691.0798
FDM09,OUT019,524.5162
FDP46,OUT049,1404.5817
FDB50,OUT019,239.94046
NCQ29,OUT049,4081.7876
FDP16,OUT027,6195.073
FDX33,OUT018,2449.2703
FDP07,OUT010,661.0676
FDN22,OUT046,3966.5964
FDF39,OUT049,4385.073
FDS21,OUT017,949.61633
NCM42,OUT013,1668.6193
FDK50,OUT019,376.101
DRF13,OUT027,3868.2727
FDH35,OUT018,2402.3489
FDP60,OUT018,1392.7482
DRJ49,OUT027,3434.4124
NCT42,OUT019,352.59503
FDE38,OUT049,2817.9128
FDI04,OUT049,3157.8174
NCH54,OUT045,2658.8054
FDT56,OUT049,952.43
DRD15,OUT018,3566.5525
FDV58,OUT013,3021.7202
FDP21,OUT049,3201.8604
FDH05,OUT013,3915.003
FDR10,OUT027,4266.703
NCP06,OUT045,2120.2678
FDF33,OUT049,1668.1511
DRK37,OUT013,3318.7085
DRH49,OUT045,1442.4109
FDT58,OUT013,2835.073
FDD41,OUT018,1438.6638
FDP40,OUT018,1702.5375
FDM51,OUT027,2514.31
FDO45,OUT010,291.6415
FDW33,OUT010,420.1088
FDY24,OUT045,1065.5839
FDB10,OUT010,705.5649
FDM40,OUT035,2127.2766
NCI06,OUT017,2959.496
FDW12,OUT019,339.23737
FDX48,OUT027,3868.2727
NCW05,OUT027,2528.6265
FDX27,OUT017,1461.1296
DRM37,OUT045,3091.9192
FDA38,OUT045,3993.2905
FDR36,OUT046,701.3062
FDZ45,OUT046,3150.5774
FDG05,OUT017,2691.0798
FDK28,OUT013,4107.446
FDV47,OUT045,1372.3073
FDN21,OUT045,2634.341
FDP20,OUT027,3263.062
FDI35,OUT045,3192.6135
DRY23,OUT013,708.5462
FDA56,OUT017,2150.1807
FDB09,OUT013,2095.9458
NCO26,OUT027,2977.913
FDQ49,OUT018,2446.3918
FDI52,OUT027,3263.062
FDZ44,OUT027,3009.0547
FDZ09,OUT018,2449.2703
FDY03,OUT049,1926.3849
NCG42,OUT017,2146.8552
DRI13,OUT027,5532.252
FDQ32,OUT013,2071.4814
FDW16,OUT035,1499.3962
FDU27,OUT046,765.21936
FDR28,OUT010,376.101
FDQ49,OUT010,351.6366
FDS37,OUT046,1950.2865
FDW26,OUT018,3168.9062
FDX12,OUT018,3776.549
NCP06,OUT013,2479.5374
FDW45,OUT010,328.1306
NCN30,OUT049,1566.919
FDN24,OUT049,925.4555
NCL41,OUT027,1270.7865
FDR02,OUT019,372.54413
FDD09,OUT010,582.6835
FDS33,OUT010,369.04947
FDU22,OUT045,1946.3984
FDI53,OUT013,2691.0798
DRH01,OUT049,2945.3718
FDX32,OUT013,2127.2766
NCP30,OUT018,414.21057
FDB60,OUT045,3135.9622
FDB14,OUT049,1531.3506
NCP02,OUT035,952.43
FDJ10,OUT017,2150.4683
FDG34,OUT046,1854.7117
NCB18,OUT017,1381.0289
FDM16,OUT049,1174.0244
FDW25,OUT018,1261.018
FDB35,OUT010,385.54422
DRN11,OUT013,2127.2766
FDF41,OUT019,897.0304
FDH16,OUT045,1372.3073
NCQ50,OUT018,3247.932
DRH23,OUT018,725.8484
DRJ37,OUT013,2481.7034
DRJ24,OUT027,5032.565
FDY16,OUT035,3145.17
FDQ27,OUT045,1721.5162
FDZ33,OUT045,2449.429
FDF29,OUT045,2149.237
FDA08,OUT049,2691.0798
FDG31,OUT046,1138.0756
FDE34,OUT019,695.2122
NCR30,OUT027,1939.2686
FDV33,OUT035,4215.8696
DRZ24,OUT018,1969.379
NCL54,OUT035,2945.3718
FDR12,OUT049,2989.4148
NCC54,OUT046,4003.6062
DRN59,OUT013,891.49194
FDX50,OUT019,405.85562
FDV31,OUT027,4674.304
NCA29,OUT027,4718.347
FDW60,OUT049,3022.7983
FDX08,OUT017,3268.7036
DRD49,OUT013,3915.003
FDD33,OUT046,3907.763
FDW35,OUT013,719.6501
FDJ36,OUT017,1702.9304
FDV51,OUT035,2879.116
FDW36,OUT046,1695.6904
FDH35,OUT046,2659.3755
NCS30,OUT027,3380.1775
FDN49,OUT017,708.5462
FDL08,OUT018,3765.2964
FDI09,OUT013,4143.1753
FDP19,OUT018,1885.4672
FDU21,OUT010,-7.9882345
NCP41,OUT045,1681.7599
FDY10,OUT013,1926.3849
FDP12,OUT018,459.50784
NCN26,OUT049,1957.5265
FDK44,OUT013,2945.3718
FDC28,OUT049,1702.9304
FDJ41,OUT027,6170.1743
NCT29,OUT035,2095.9458
NCH42,OUT019,732.12317
FDU60,OUT018,2546.342
FDS02,OUT045,3043.4426
FDC51,OUT046,2258.5728
FDU03,OUT013,3180.3242
FDX39,OUT045,3435.8765
NCY05,OUT010,-7.9882345
NCL06,OUT027,6200.9316
FDD32,OUT035,1411.6271
NCN41,OUT045,2063.6714
NCX53,OUT049,2157.047
FDU57,OUT019,352.59503
FDQ23,OUT046,1679.4418
FDQ52,OUT045,4112.0776
FDC14,OUT045,677.18353
FDY09,OUT035,2989.4148
FDQ28,OUT045,2449.429
FDV25,OUT046,3459.312
FDJ07,OUT035,1967.7186
DRB25,OUT049,1702.9304
FDK52,OUT019,638.244
FDY52,OUT027,1828.0072
FDB28,OUT046,3084.9407
FDT36,OUT035,708.5462
FDV25,OUT017,3794.0889
NCN07,OUT027,3424.2205
FDC57,OUT017,3123.6729
FDQ03,OUT018,3588.4707
FDU23,OUT017,2889.3079
NCX41,OUT035,3559.9114
NCD06,OUT035,796.9237
FDW08,OUT045,1670.656
NCU29,OUT017,2525.7463
NCE06,OUT013,2655.8572
FDV52,OUT010,371.8525
FDB02,OUT017,2989.4148
NCR18,OUT045,687.37573
FDK16,OUT049,1650.3832
NCQ29,OUT010,720.7007
FDZ01,OUT019,431.2127
FDW27,OUT035,2655.8572
FDD17,OUT018,3675.6213
FDW39,OUT013,2972.2546
DRH59,OUT045,1052.1212
FDS52,OUT013,1782.2704
FDU40,OUT027,5076.608
NCF54,OUT013,2911.2273
FDH46,OUT045,1671.5677
NCP14,OUT049,1702.9304
FDH50,OUT049,3295.5168
DRF15,OUT010,279.65424
FDV27,OUT027,2231.1895
NCJ06,OUT049,1998.2513
FDN02,OUT018,3221.4841
FDQ51,OUT049,808.0276
FDQ07,OUT017,3802.7532
FDS45,OUT049,1754.7024
NCJ06,OUT045,2083.25
FDD36,OUT035,1967.7186
FDY25,OUT045,3192.6135
FDU52,OUT046,2474.4634
DRK47,OUT017,3941.5613
NCL30,OUT017,2071.4814
FDN22,OUT035,3995.3335
NCF30,OUT027,3263.062
FDK03,OUT035,4106.8013
FDT45,OUT017,952.43
NCC54,OUT027,6092.727
FDP08,OUT018,2865.8394
FDU44,OUT046,2683.8398
DRG39,OUT035,877.8908
FDU32,OUT049,2139.9888
FDY27,OUT049,3163.4807
NCP54,OUT013,2139.9888
NCZ41,OUT049,2071.4814
DRL49,OUT013,2127.2766
FDI05,OUT018,1090.4773
FDY56,OUT045,3763.4133
DRC13,OUT013,2139.9888
NCV29,OUT017,2999.6067
FDR24,OUT049,1498.4845
FDZ34,OUT018,2877.5269
FDP37,OUT035,2095.9458
FDX08,OUT027,4742.663
FDS57,OUT045,2095.0022
NCG18,OUT049,1714.0343
FDK25,OUT018,2593.2634
FDH53,OUT049,1281.9537
DRI59,OUT018,3609.6133
FDA52,OUT046,2938.1318
FDT20,OUT010,-7.9882345
FDE36,OUT019,376.101
FDI24,OUT017,2945.3718
FDB28,OUT018,2974.505
FDV11,OUT017,2945.3718
FDP01,OUT046,2428.2544
FDD34,OUT027,4266.703
FDJ50,OUT027,1542.2996
FDZ44,OUT013,1957.5265
DRO59,OUT035,1235.4542
DRB48,OUT045,677.18353
FDR21,OUT018,2646.9607
NCE42,OUT010,566.9233
FDO23,OUT046,1524.1106
NCE30,OUT018,3217.3828
FDQ22,OUT035,709.4579
FDY01,OUT045,1894.1105
FDS08,OUT017,2910.1492
FDG28,OUT018,3695.2163
FDQ51,OUT018,558.98914
FDB05,OUT017,4250.6855
FDO56,OUT049,1926.3849
FDE02,OUT018,1401.3447
FDN45,OUT017,3768.6086
FDS09,OUT013,796.9237
NCA54,OUT018,2739.2725
FDP09,OUT010,602.40784
FDC53,OUT045,1620.6162
NCM55,OUT017,3157.8174
FDL09,OUT018,2568.799
FDA11,OUT019,442.87457
FDA50,OUT045,1475.0643
FDC23,OUT017,2965.4622
FDE22,OUT049,2735.1228
FDD23,OUT046,3150.5774
NCA29,OUT049,2989.4148
FDK38,OUT046,2457.3032
DRC13,OUT046,2132.7488
NCP43,OUT049,2955.2703
FDX28,OUT049,1606.5638
FDF08,OUT049,1498.4845
FDZ33,OUT046,2474.4634
FDD10,OUT049,2889.4827
FDO58,OUT017,2710.6584
FDI50,OUT017,4002.1536
FDO58,OUT045,2678.384
FDX08,OUT013,3013.731
NCK17,OUT010,-7.9882345
FDF39,OUT035,4301.609
FDU45,OUT010,418.06158
NCJ18,OUT018,1684.5752
DRC27,OUT019,667.89984
DRC25,OUT035,1397.0275
FDU59,OUT035,2655.8572
FDU28,OUT035,3282.8694
NCP30,OUT046,656.0089
FDB39,OUT018,655.82684
FDE41,OUT013,1404.5817
DRH11,OUT010,128.82915
FDA58,OUT045,3849.1047
FDU50,OUT046,1835.4457
FDM34,OUT013,2102.8123
FDM44,OUT027,2514.31
FDR39,OUT045,2730.7795
FDM25,OUT045,2893.598
FDQ49,OUT049,2501.282
DRH25,OUT018,626.3531
FDM09,OUT027,4588.681
FDL44,OUT019,430.33633
NCR42,OUT018,460.41956
DRL59,OUT046,929.3194
FDX43,OUT013,2799.8503
DRK47,OUT010,705.5649
FDU48,OUT018,1838.5458
FDY12,OUT045,785.82733
NCN43,OUT018,1885.9148
NCM55,OUT018,2877.5269
FDQ21,OUT027,3400.7615
FDX13,OUT035,4155.2773
NCK30,OUT027,6200.9316
FDG20,OUT049,2945.3718
DRG27,OUT017,660.0698
FDY14,OUT018,3887.1836
FDP59,OUT035,1438.5662
FDU60,OUT017,2948.308
NCC18,OUT019,524.5162
DRJ39,OUT017,3479.7458
FDS07,OUT049,1926.3849
FDM08,OUT027,5816.36
FDP51,OUT045,2063.6714
FDU16,OUT035,1401.6143
FDH12,OUT013,1702.9304
DRE48,OUT010,601.55566
NCL42,OUT027,6195.073
FDR21,OUT045,2859.4534
NCW29,OUT035,2171.3196
FDO11,OUT013,4215.8696
NCM31,OUT049,2092.054
FDV35,OUT019,352.59503
FDF58,OUT017,974.0807
NCE43,OUT049,2835.073
FDA02,OUT035,2477.2698
DRL37,OUT010,-7.9882345
FDR24,OUT018,1249.446
FDW59,OUT049,1415.6855
FDS22,OUT049,719.6501
FDW24,OUT017,819.01337
FDU24,OUT035,1555.8151
FDA21,OUT027,5076.608
FDH58,OUT027,3009.0547
FDW36,OUT018,1438.6638
FDI45,OUT027,4718.347
FDU01,OUT018,2981.0818
