Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDI56,OUT049,1438.86
DRD01,OUT013,964.0926
FDM22,OUT046,918.659
FDH33,OUT013,737.01874
DRZ24,OUT013,1952.0261
NCQ38,OUT046,1656.4521
FDO16,OUT027,2276.361
FDU07,OUT027,3663.924
NCB07,OUT013,3103.0159
FDU48,OUT045,2145.3333
NCM43,OUT045,2722.1892
FDR31,OUT010,375.6537
DRK49,OUT018,533.06964
NCI30,OUT010,916.01
DRD60,OUT017,3016.805
NCG19,OUT046,3754.1367
FDH12,OUT035,1673.8507
FDM32,OUT035,1490.7776
FDM27,OUT035,2520.0283
NCU53,OUT027,4515.5127
NCQ18,OUT046,1606.1693
FDS10,OUT013,2936.6143
FDB33,OUT027,4075.8247
FDI12,OUT013,1425.2655
NCW42,OUT013,3437.9
NCC06,OUT018,1787.1034
FDW02,OUT017,2157.032
NCD43,OUT017,1709.7742
FDM57,OUT018,1158.5636
FDA58,OUT017,3890.0679
FDK56,OUT046,3119.7002
FDP52,OUT045,4196.9683
FDW20,OUT018,1784.8965
FDS52,OUT049,1650.4752
NCT29,OUT018,1711.7705
NCL54,OUT013,2913.5234
FDC05,OUT045,3018.5203
FDF34,OUT035,3241.988
FDP03,OUT027,3160.6316
FDD32,OUT010,309.86276
FDZ10,OUT045,2080.2727
FDZ40,OUT035,940.4373
FDD51,OUT018,504.87564
NCY30,OUT019,471.95786
FDP58,OUT017,3469.8384
FDV49,OUT017,4545.2583
FDY24,OUT019,152.48686
NCO55,OUT017,1681.6167
FDR13,OUT017,1965.192
FDS51,OUT017,997.1135
FDP26,OUT045,1645.0692
NCB54,OUT027,3224.562
FDF32,OUT017,3203.779
FDN31,OUT018,2816.2207
DRM48,OUT017,719.9534
FDN20,OUT049,2858.3296
DRL01,OUT046,4203.8936
FDV56,OUT049,1701.336
DRH13,OUT027,2779.8784
FDA03,OUT017,2440.15
FDF47,OUT027,5843.5386
FDX32,OUT046,2486.8662
FDX57,OUT049,1542.738
NCA30,OUT045,3119.76
FDO49,OUT013,809.6944
FDL04,OUT019,295.79297
DRM48,OUT035,719.9534
FDR16,OUT013,3493.8733
NCC19,OUT018,2845.1191
NCE42,OUT045,2678.28
FDY24,OUT017,1030.7689
FDH19,OUT049,2903.769
FDJ46,OUT013,2950.0474
FDN45,OUT010,540.54755
FDY08,OUT035,2186.9177
FDZ37,OUT035,1439.869
NCT30,OUT045,767.86237
DRY23,OUT018,564.2049
NCZ30,OUT018,1831.3793
FDC44,OUT018,1707.265
FDB45,OUT035,1416.7655
FDY04,OUT013,2579.715
FDM27,OUT046,2996.9143
FDZ43,OUT017,4110.5244
FDT39,OUT019,465.38498
NCC06,OUT019,394.86148
FDL15,OUT027,3663.924
FDL57,OUT017,4156.093
FDU08,OUT046,1531.7672
FDK40,OUT017,4272.2637
FDQ12,OUT010,623.2513
FDS48,OUT017,2588.5789
FDP09,OUT045,3461.0618
FDW21,OUT049,1538.183
FDY25,OUT035,3009.039
DRE13,OUT017,1383.7732
FDV43,OUT019,57.51274
FDD22,OUT045,1811.846
FDM46,OUT019,343.3212
NCO30,OUT010,541.24994
FDM25,OUT046,2894.307
NCN41,OUT049,2125.5688
FDU24,OUT045,1588.8218
FDZ50,OUT046,3085.535
FDP45,OUT013,4407.6973
NCM54,OUT045,2055.3904
FDW10,OUT019,432.6734
FDP20,OUT017,2100.3591
FDK32,OUT046,2486.8662
FDN52,OUT049,1403.2933
FDM58,OUT045,1940.9346
FDZ46,OUT027,3028.0996
NCA18,OUT018,1681.1584
FDD35,OUT046,2135.9678
NCK31,OUT035,846.32965
FDI40,OUT027,2734.139
FDT50,OUT019,297.4606
NCT06,OUT046,2727.5864
FDT31,OUT035,3213.5103
FDT45,OUT049,952.3666
FDT13,OUT045,3099.2876
FDO50,OUT045,1382.5796
NCU18,OUT010,360.32254
NCR54,OUT049,3181.88
NCO18,OUT018,2669.826
FDU09,OUT045,926.6187
FDT13,OUT018,2862.1953
FDE09,OUT046,1872.1873
NCK53,OUT019,324.2042
FDG45,OUT049,3871.8193
DRH15,OUT035,677.6894
FDO21,OUT019,734.3385
FDD14,OUT027,5148.3447
FDC09,OUT046,1647.0691
FDH45,OUT027,1112.2522
FDV32,OUT046,1020.9807
FDG12,OUT035,1746.2983
FDS32,OUT013,2183.958
NCL55,OUT018,3741.8315
DRE01,OUT035,4145.287
DRE15,OUT049,1301.5688
NCL42,OUT045,3522.1047
FDP31,OUT013,696.2148
FDN33,OUT018,1300.1345
FDZ59,OUT046,2750.936
FDE45,OUT010,471.95786
FDJ07,OUT013,1945.9795
FDQ45,OUT018,2887.1182
FDM33,OUT027,5555.093
FDO15,OUT010,455.0356
FDM46,OUT013,1479.5372
FDR03,OUT045,3563.6416
FDY49,OUT018,2704.502
FDQ60,OUT045,1810.5563
FDW10,OUT049,3127.47
FDO51,OUT049,791.76245
FDJ40,OUT018,1513.7168
FDS20,OUT018,2899.9043
FDU45,OUT013,1898.4991
FDV02,OUT035,2747.3953
FDN09,OUT046,4140.205
NCM55,OUT027,5071.65
FDN23,OUT018,2152.412
FDY31,OUT010,363.50653
FDW03,OUT010,432.8602
FDD14,OUT046,2999.9514
FDV23,OUT017,2128.6738
DRI03,OUT045,2928.4045
FDN13,OUT035,1532.9172
FDF45,OUT027,1714.358
FDU46,OUT035,1453.4231
FDB57,OUT049,3876.5984
FDV12,OUT049,1662.4584
FDQ58,OUT013,2564.3308
NCA18,OUT017,1939.7758
FDH52,OUT049,955.6305
FDM24,OUT018,2089.664
NCP43,OUT027,4811.849
NCO18,OUT019,335.09064
FDM32,OUT017,1416.8154
NCL07,OUT017,729.1471
FDK03,OUT013,4228.8955
FDP59,OUT017,1410.1637
FDQ24,OUT049,4631.582
FDQ16,OUT018,1486.9031
FDU44,OUT013,2676.885
FDH28,OUT010,34.50945
FDV28,OUT019,36.640476
FDM22,OUT045,916.39386
FDR56,OUT046,3119.7002
FDV39,OUT049,3248.4272
FDU37,OUT019,328.52066
FDQ11,OUT010,767.06726
FDX02,OUT045,3644.474
NCS42,OUT018,1302.037
FDY57,OUT027,2689.1797
FDB21,OUT049,4080.657
FDE28,OUT017,3861.6565
FDQ55,OUT017,1979.858
FDA48,OUT049,3777.006
FDZ19,OUT045,2751.2942
NCC43,OUT045,4080.2832
NCV18,OUT046,1460.7544
NCA42,OUT018,2409.2961
FDY45,OUT046,4172.124
NCC30,OUT045,2922.0723
FDM57,OUT013,1425.2655
FDL09,OUT010,399.7261
FDB09,OUT027,3160.6316
FDT44,OUT035,1937.0453
NCT06,OUT027,4217.823
FDX26,OUT049,3179.6926
FDK32,OUT013,2520.0283
DRA12,OUT046,2193.2422
FDO46,OUT010,658.9732
FDE52,OUT013,1370.6921
NCH42,OUT045,4026.475
FDV08,OUT035,706.5906
FDB47,OUT018,3203.6084
FDC28,OUT010,273.3068
FDD22,OUT046,1898.8479
FDS07,OUT027,3059.968
DRI13,OUT045,3483.5518
FDG32,OUT018,3506.4336
FDU14,OUT017,4099.269
FDD28,OUT019,145.87071
NCP41,OUT017,1804.1986
FDS08,OUT049,2692.959
FDX47,OUT045,2589.371
FDC53,OUT019,311.1314
FDQ19,OUT035,4113.634
FDL14,OUT045,2452.1394
FDM33,OUT019,599.69836
FDA51,OUT045,1903.2283
FDZ27,OUT018,617.1276
FDT04,OUT046,694.9675
DRC13,OUT049,2110.6348
FDR16,OUT027,5388.149
FDQ03,OUT027,6408.2266
FDE38,OUT035,2732.679
DRH23,OUT027,1778.0958
FDT11,OUT019,551.2167
FDD09,OUT035,3032.4407
FDR40,OUT045,1313.1323
FDX07,OUT017,3195.8105
FDR07,OUT035,1424.2476
FDA51,OUT017,1895.4271
FDT59,OUT019,725.23785
FDF20,OUT017,3214.515
FDR13,OUT045,1898.7224
FDY26,OUT049,3522.3103
FDW04,OUT017,2166.2722
FDK52,OUT017,3871.0598
FDN60,OUT049,2683.3242
FDM09,OUT019,469.1973
FDP46,OUT049,1424.5934
FDB50,OUT019,339.4569
NCQ29,OUT049,4136.1626
FDP16,OUT027,6402.82
FDX33,OUT018,2374.574
FDP07,OUT010,814.01685
FDN22,OUT046,3717.6355
FDF39,OUT049,4628.33
FDS21,OUT017,998.6632
NCM42,OUT013,1624.5923
FDK50,OUT019,432.36218
DRF13,OUT027,3715.9734
FDH35,OUT018,2357.6604
FDP60,OUT018,1418.8066
DRJ49,OUT027,3278.7148
NCT42,OUT019,436.16238
FDE38,OUT049,2739.1182
FDI04,OUT049,3249.547
NCH54,OUT045,2613.1458
FDT56,OUT049,966.094
DRD15,OUT018,3405.7886
FDV58,OUT013,2961.1204
FDP21,OUT049,3228.169
FDH05,OUT013,3953.6035
FDR10,OUT027,4276.018
NCP06,OUT045,1962.2417
FDF33,OUT049,1647.5779
DRK37,OUT013,3458.5583
DRH49,OUT045,1363.6975
FDT58,OUT013,2808.503
FDD41,OUT018,1429.7593
FDP40,OUT018,1937.6285
FDM51,OUT027,2690.611
FDO45,OUT010,318.75208
FDW33,OUT010,324.2042
FDY24,OUT045,988.3364
FDB10,OUT010,393.6309
FDM40,OUT035,2158.5063
NCI06,OUT017,2960.5737
FDW12,OUT019,342.66003
FDX48,OUT027,3715.9734
NCW05,OUT027,2762.5503
FDX27,OUT017,1449.2512
DRM37,OUT045,3132.981
FDA38,OUT045,3985.2383
FDR36,OUT046,779.34467
FDZ45,OUT046,3140.2727
FDG05,OUT017,2656.2395
FDK28,OUT013,4429.6396
FDV47,OUT045,1371.0328
FDN21,OUT045,2616.9304
FDP20,OUT027,3160.6316
FDI35,OUT045,3207.0908
DRY23,OUT013,737.01874
FDA56,OUT017,2191.562
FDB09,OUT013,2120.908
NCO26,OUT027,3040.281
FDQ49,OUT018,2320.0266
FDI52,OUT027,3151.9072
FDZ44,OUT027,3056.962
FDZ09,OUT018,2449.916
FDY03,OUT049,1929.5594
NCG42,OUT017,2205.8552
DRI13,OUT027,5657.7144
FDQ32,OUT013,2078.462
FDW16,OUT035,1410.7095
FDU27,OUT046,717.4364
FDR28,OUT010,388.9277
FDQ49,OUT010,380.67795
FDS37,OUT046,1993.0684
FDW26,OUT018,3194.4177
FDX12,OUT018,3627.9304
NCP06,OUT013,2464.333
FDW45,OUT010,331.64548
NCN30,OUT049,1572.6738
FDN24,OUT049,962.1512
NCL41,OUT027,1051.6055
FDR02,OUT019,230.14241
FDD09,OUT010,557.7909
FDS33,OUT010,270.46152
FDU22,OUT045,1987.6116
FDI53,OUT013,2725.594
DRH01,OUT049,2918.1843
FDX32,OUT013,2186.9177
NCP30,OUT018,478.18552
FDB60,OUT045,3126.0515
FDB14,OUT049,1487.4326
NCP02,OUT035,971.248
FDJ10,OUT017,2215.4336
FDG34,OUT046,1848.5364
NCB18,OUT017,1402.3607
FDM16,OUT049,1068.5747
FDW25,OUT018,1341.7433
FDB35,OUT010,318.75208
DRN11,OUT013,2201.8984
FDF41,OUT019,568.4407
FDH16,OUT045,1344.3998
NCQ50,OUT018,3233.1702
DRH23,OUT018,786.84106
DRJ37,OUT013,2520.0283
DRJ24,OUT027,5091.337
FDY16,OUT035,3157.1128
FDQ27,OUT045,1735.6516
FDZ33,OUT045,2456.289
FDF29,OUT045,2157.6553
FDA08,OUT049,2760.4446
FDG31,OUT046,1017.4051
FDE34,OUT019,892.3182
NCR30,OUT027,2001.7719
FDV33,OUT035,4271.583
DRZ24,OUT018,1809.4244
NCL54,OUT035,2950.0474
FDR12,OUT049,3051.955
NCC54,OUT046,4286.9907
DRN59,OUT013,818.00323
FDX50,OUT019,227.40784
FDV31,OUT027,4775.3057
NCA29,OUT027,4828.586
FDW60,OUT049,2990.853
FDX08,OUT017,3337.7876
DRD49,OUT013,4018.356
FDD33,OUT046,3826.5615
FDW35,OUT013,787.0777
FDJ36,OUT017,1674.5055
FDV51,OUT035,2903.9714
FDW36,OUT046,1676.2208
FDH35,OUT046,2660.0269
NCS30,OUT027,3244.249
FDN49,OUT017,690.27545
FDL08,OUT018,3636.4395
FDI09,OUT013,4491.3994
FDP19,OUT018,1880.5562
FDU21,OUT010,25.142237
NCP41,OUT045,1643.3046
FDY10,OUT013,1923.1204
FDP12,OUT018,518.3595
NCN26,OUT049,1963.8651
FDK44,OUT013,2950.0474
FDC28,OUT049,1768.395
FDJ41,OUT027,6065.7295
NCT29,OUT035,2120.908
NCH42,OUT019,623.2513
FDU60,OUT018,2412.1582
FDS02,OUT045,3109.6846
FDC51,OUT046,2131.5723
FDU03,OUT013,3096.9043
FDX39,OUT045,3366.899
NCY05,OUT010,88.82186
NCL06,OUT027,6352.5854
FDD32,OUT035,1402.9847
NCN41,OUT045,2055.3904
NCX53,OUT049,2213.7988
FDU57,OUT019,402.7533
FDQ23,OUT046,1698.7635
FDQ52,OUT045,4039.808
FDC14,OUT045,696.4151
FDY09,OUT035,2978.49
FDQ28,OUT045,2427.8777
FDV25,OUT046,3378.5332
FDJ07,OUT035,1940.944
DRB25,OUT049,1680.2898
FDK52,OUT019,565.515
FDY52,OUT027,1786.2517
FDB28,OUT046,3096.2922
FDT36,OUT035,727.0646
FDV25,OUT017,3685.9812
NCN07,OUT027,3264.0486
FDC57,OUT017,3124.913
FDQ03,OUT018,3459.462
FDU23,OUT017,2935.139
NCX41,OUT035,3597.7744
NCD06,OUT035,822.99054
FDW08,OUT045,1689.4178
NCU29,OUT017,2603.5596
NCE06,OUT013,2507.871
FDV52,OUT010,319.4385
FDB02,OUT017,2986.2559
NCR18,OUT045,710.0481
FDK16,OUT049,1515.4993
NCQ29,OUT010,660.8765
FDZ01,OUT019,349.31122
FDW27,OUT035,2507.871
FDD17,OUT018,3422.519
FDW39,OUT013,2893.9307
DRH59,OUT045,1013.6203
FDS52,OUT013,1662.1274
FDU40,OUT027,5074.546
NCF54,OUT013,2877.6226
FDH46,OUT045,1627.0586
NCP14,OUT049,1653.8059
FDH50,OUT049,3535.8008
DRF15,OUT010,301.6535
FDV27,OUT027,2338.0618
NCJ06,OUT049,2054.8293
FDN02,OUT018,3279.1145
FDQ51,OUT049,859.5887
FDQ07,OUT017,3828.041
FDS45,OUT049,1807.8467
NCJ06,OUT045,2118.8098
FDD36,OUT035,1972.092
FDY25,OUT045,3219.6533
FDU52,OUT046,2546.4172
DRK47,OUT017,3981.711
NCL30,OUT017,2100.3591
FDN22,OUT035,4030.2344
NCF30,OUT027,3237.327
FDK03,OUT035,4201.2646
FDT45,OUT017,964.7475
NCC54,OUT027,6246.762
FDP08,OUT018,2809.9736
FDU44,OUT046,2720.8433
DRG39,OUT035,898.4653
FDU32,OUT049,2175.569
FDY27,OUT049,3335.9563
NCP54,OUT013,2160.3945
NCZ41,OUT049,2084.9011
DRL49,OUT013,2186.9177
FDI05,OUT018,1040.327
FDY56,OUT045,3764.602
DRC13,OUT013,2104.1956
NCV29,OUT017,3040.2065
FDR24,OUT049,1422.8152
FDZ34,OUT018,2823.3757
FDP37,OUT035,2093.0083
FDX08,OUT027,4826.5156
FDS57,OUT045,2123.1785
NCG18,OUT049,1701.336
FDK25,OUT018,2506.1921
FDH53,OUT049,1246.4197
DRI59,OUT018,3583.6768
FDA52,OUT046,2839.7944
FDT20,OUT010,54.83931
FDE36,OUT019,432.36218
FDI24,OUT017,2957.8132
FDB28,OUT018,2779.4082
FDV11,OUT017,2921.2893
FDP01,OUT046,2463.695
FDD34,OUT027,4276.018
FDJ50,OUT027,1481.3553
FDZ44,OUT013,1897.5273
DRO59,OUT035,1182.4008
DRB48,OUT045,683.64966
FDR21,OUT018,2532.4346
NCE42,OUT010,128.2461
FDO23,OUT046,1438.0631
NCE30,OUT018,3253.747
FDQ22,OUT035,720.25775
FDY01,OUT045,1947.5769
FDS08,OUT017,2791.5598
FDG28,OUT018,3434.5107
FDQ51,OUT018,647.118
FDB05,OUT017,4574.341
FDO56,OUT049,1938.4489
FDE02,OUT018,1328.4937
FDN45,OUT017,3720.0393
FDS09,OUT013,820.3171
NCA54,OUT018,2661.0906
FDP09,OUT010,551.97577
FDC53,OUT045,1587.4851
NCM55,OUT017,3183.2065
FDL09,OUT018,2445.3757
FDA11,OUT019,332.38495
FDA50,OUT045,1433.4044
FDC23,OUT017,2981.913
FDE22,OUT049,2735.3735
FDD23,OUT046,3119.7002
NCA29,OUT049,3060.6904
FDK38,OUT046,2531.4497
DRC13,OUT046,2071.0334
NCP43,OUT049,2943.0535
FDX28,OUT049,1596.6759
FDF08,OUT049,1424.5934
FDZ33,OUT046,2486.8662
FDD10,OUT049,2875.9072
FDO58,OUT017,2754.5728
FDI50,OUT017,4068.7168
FDO58,OUT045,2690.0095
FDX08,OUT013,3032.4407
NCK17,OUT010,65.85508
FDF39,OUT035,4436.6733
FDU45,OUT010,300.74823
NCJ18,OUT018,1714.3762
DRC27,OUT019,548.9628
DRC25,OUT035,1398.0022
FDU59,OUT035,2507.871
FDU28,OUT035,3486.111
NCP30,OUT046,661.0093
FDB39,OUT018,703.4876
FDE41,OUT013,1396.8542
DRH11,OUT010,130.09563
FDA58,OUT045,3801.6045
FDU50,OUT046,1872.3168
FDM34,OUT013,2144.4714
FDM44,OUT027,2690.611
FDR39,OUT045,2587.7468
FDM25,OUT045,2859.2515
FDQ49,OUT049,2505.1377
DRH25,OUT018,719.01605
FDM09,OUT027,4686.895
FDL44,OUT019,485.08008
NCR42,OUT018,479.01157
DRL59,OUT046,933.86206
FDX43,OUT013,2639.489
DRK47,OUT010,561.5699
FDU48,OUT018,1804.8912
FDY12,OUT045,857.3277
NCN43,OUT018,1587.2952
NCM55,OUT018,2816.2207
FDQ21,OUT027,3203.3152
FDX13,OUT035,4313.9795
NCK30,OUT027,6375.5054
FDG20,OUT049,2919.9626
DRG27,OUT017,667.7352
FDY14,OUT018,4277.0103
FDP59,OUT035,1388.608
FDU60,OUT017,3171.4773
NCC18,OUT019,480.13354
DRJ39,OUT017,3481.1562
FDS07,OUT049,1938.4489
FDM08,OUT027,5900.5137
FDP51,OUT045,2057.1687
FDU16,OUT035,1317.6707
FDH12,OUT013,1673.8507
DRE48,OUT010,582.52515
NCL42,OUT027,6431.2314
FDR21,OUT045,2849.282
NCW29,OUT035,2235.1396
FDO11,OUT013,4522.3257
NCM31,OUT049,2072.6174
FDV35,OUT019,402.7533
FDF58,OUT017,1020.5151
NCE43,OUT049,2814.9421
FDA02,OUT035,2512.7483
DRL37,OUT010,70.69496
FDR24,OUT018,1197.6296
FDW59,OUT049,1411.9066
FDS22,OUT049,760.05255
FDW24,OUT017,883.8163
FDU24,OUT035,1591.4105
FDA21,OUT027,5102.9575
FDH58,OUT027,3056.962
FDW36,OUT018,1440.5924
FDI45,OUT027,4828.586
FDU01,OUT018,3072.794
FDF35,OUT027,2782.9897
FDU43,OUT019,359.6406
FDE24,OUT019,342.66003
FDK50,OUT049,2836.21
